ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849148::Comments,1075849172::Physical Only,1075849173::Logical Only,1075849176::Physical Name,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850193::Dependent Objects  [read only],1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850516::User Formatted Name  [read only],1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852278::Extended Notes Order  [read only],1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy,1092616196::Attribute.Physical.Description
"1075838981::1272","ContactPersonID",Column,"","ContactPersonID","Non Primary Key","","int","","Not Null","","","","","","","5","PersonID","FK_Purchasing_PurchaseOrders_ContactPersonID_Application_People (People to PurchaseOrders)","","","","ContactPersonID","INTEGER","Number","","12470272","","","","10","false","false","","","","5","5","","","PurchaseOrders,ContactPersonID","","","Western","ContactPersonID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","The person who is the primary contact for this purchase order"
"1075838981::1273","ExpectedDeliveryDate",Column,"","ExpectedDeliveryDate","Non Primary Key","","date","0","Null","","","","","","","6","","","","","","ExpectedDeliveryDate","INTERVAL","Datetime","","8470830","","","","10","false","false","","","","6","6","","","PurchaseOrders","","","Western","ExpectedDeliveryDate","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","","Expected delivery date for this purchase order"
"1075838981::1274","SupplierReference",Column,"","SupplierReference","Non Primary Key","","nvarchar(20)","0","Null","","","","","","","7","","","","","","SupplierReference","NVARCHAR(20)","String","","8470830","","","","10","false","false","","","","7","7","","","PurchaseOrders","","","Western","SupplierReference","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","14","","Default String Icon","","","","","false","","","","","Supplier reference for our organization (might be our account number at the supplier)"
"1075838981::1275","IsOrderFinalized",Column,"","IsOrderFinalized","Non Primary Key","","bit","","Not Null","","","","","","","8","","","","","","IsOrderFinalized","SMALLINT","Number","","8470830","","","","10","false","false","","","","8","8","","","PurchaseOrders","","","Western","IsOrderFinalized","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Is this purchase order now considered finalized?"
"1075838981::1276","Comments",Column,"","Comments","Non Primary Key","","nvarchar(max)","100","Null","","","","","","","9","","","","","","Comments","NVARCHAR","String","","8470830","","","","10","false","false","","","","9","9","","","PurchaseOrders","","","Western","Comments","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","false","","","","","Any comments related this purchase order (comments sent to the supplier)"
"1075838981::1277","InternalComments",Column,"","InternalComments","Non Primary Key","","nvarchar(max)","100","Null","","","","","","","10","","","","","","InternalComments","NVARCHAR","String","","8470830","","","","10","false","false","","","","10","10","","","PurchaseOrders","","","Western","InternalComments","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","","false","","","","","Any internal comments related this purchase order (comments for internal reference only and not sent to the supplier)"
"1075838981::1278","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","11","PersonID","FK_Purchasing_PurchaseOrders_Application_People (People to PurchaseOrders)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","11","11","","","PurchaseOrders,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1279","LastEditedWhen",Column,"","LastEditedWhen","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","12","","","","","","LastEditedWhen","DATE","Datetime","","8470830","","","","10","false","false","","","","12","12","","","PurchaseOrders","","","Western","LastEditedWhen","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1296","SpecialDealID",Column,"","SpecialDealID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","SpecialDealID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","SpecialDeals,SpecialDealID","","","Western","SpecialDealID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID (sequence based) for a special deal"
"1075838981::1297","StockItemID",Column,"","StockItemID","Non Primary Key","","int","100","Null","","","","","","","2","StockItemID","FK_Sales_SpecialDeals_StockItemID_Warehouse_StockItems (StockItems to SpecialDeals)","","","","StockItemID","INTEGER","Number","","12470272","","","","10","false","false","","","","2","2","","","SpecialDeals,StockItemID","","","Western","StockItemID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Stock item that the deal applies to (if NULL, then only discounts are permitted not unit prices)"
"1075838981::1298","CustomerID",Column,"","CustomerID","Non Primary Key","","int","100","Null","","","","","","","3","CustomerID","FK_Sales_SpecialDeals_CustomerID_Sales_Customers (Customers to SpecialDeals)","","","","CustomerID","INTEGER","Number","","12470272","","","","10","false","false","","","","3","3","","","SpecialDeals,CustomerID","","","Western","CustomerID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID of the customer that the special pricing applies to (if NULL then all customers)"
"1075838981::1299","BuyingGroupID",Column,"","BuyingGroupID","Non Primary Key","","int","0","Null","","","","","","","4","BuyingGroupID","FK_Sales_SpecialDeals_BuyingGroupID_Sales_BuyingGroups (BuyingGroups to SpecialDeals)","","","","BuyingGroupID","INTEGER","Number","","12470272","","","","10","false","false","","","","4","4","","","SpecialDeals,BuyingGroupID","","","Western","BuyingGroupID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID of the buying group that the special pricing applies to (optional)"
"1075838981::1300","CustomerCategoryID",Column,"","CustomerCategoryID","Non Primary Key","","int","100","Null","","","","","","","5","CustomerCategoryID","FK_Sales_SpecialDeals_CustomerCategoryID_Sales_CustomerCategories (CustomerCategories to SpecialDeals)","","","","CustomerCategoryID","INTEGER","Number","","12470272","","","","10","false","false","","","","5","5","","","SpecialDeals,CustomerCategoryID","","","Western","CustomerCategoryID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID of the customer category that the special pricing applies to (optional)"
"1075838981::1301","StockGroupID",Column,"","StockGroupID","Non Primary Key","","int","0","Null","","","","","","","6","StockGroupID","FK_Sales_SpecialDeals_StockGroupID_Warehouse_StockGroups (StockGroups to SpecialDeals)","","","","StockGroupID","INTEGER","Number","","12470272","","","","10","false","false","","","","6","6","","","SpecialDeals,StockGroupID","","","Western","StockGroupID","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","ID of the stock group that the special pricing applies to (optional)"
"1075838981::1302","DealDescription",Column,"","DealDescription","Non Primary Key","","nvarchar(30)","","Not Null","","","","","","","7","","","","","","DealDescription","NVARCHAR(30)","String","","8470830","","","","10","false","false","","","","7","7","","","SpecialDeals","","","Western","DealDescription","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","47","","Default String Icon","","","","","false","","","","","Description of the special deal"
"1075838981::1303","StartDate",Column,"","StartDate","Non Primary Key","","date","","Not Null","","","","","","","8","","","","","","StartDate","INTERVAL","Datetime","","8470830","","","","10","false","false","","","","8","8","","","SpecialDeals","","","Western","StartDate","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","","Date that the special pricing starts from"
"1075838981::1304","EndDate",Column,"","EndDate","Non Primary Key","","date","","Not Null","","","","","","","9","","","","","","EndDate","INTERVAL","Datetime","","8470830","","","","10","false","false","","","","9","9","","","SpecialDeals","","","Western","EndDate","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","","Date that the special pricing ends on"
"1075838981::1305","DiscountAmount",Column,"","DiscountAmount","Non Primary Key","","decimal(18,2)","100","Null","","","","","","","10","","","","","","DiscountAmount","DECIMAL(18,2)","Number","","8470830","","","","10","false","false","","","","10","10","","","SpecialDeals","","","Western","DiscountAmount","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Discount per unit to be applied to sale price (optional)"
"1075838981::1306","DiscountPercentage",Column,"","DiscountPercentage","Non Primary Key","","decimal(18,3)","0","Null","","","","","","","11","","","","","","DiscountPercentage","DECIMAL(18,3)","Number","","8470830","","","","10","false","false","","","","11","11","","","SpecialDeals","","","Western","DiscountPercentage","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","5","","Default Number Icon","","","","","false","","","","","Discount percentage per unit to be applied to sale price (optional)"
"1075838981::1307","UnitPrice",Column,"","UnitPrice","Non Primary Key","","decimal(18,2)","100","Null","","","","","","","12","","","","","","UnitPrice","DECIMAL(18,2)","Number","","8470830","","","","10","false","false","","","","12","12","","","SpecialDeals","","","Western","UnitPrice","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Special price per unit to be applied instead of sale price (optional)"
"1075838981::1308","LastEditedBy",Column,"","LastEditedBy","Non Primary Key","","int","","Not Null","","","","","","","13","PersonID","FK_Sales_SpecialDeals_Application_People (People to SpecialDeals)","","","","LastEditedBy","INTEGER","Number","","12470272","","","","10","false","false","","","","13","13","","","SpecialDeals,LastEditedBy","","","Western","LastEditedBy","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a person within the database"
"1075838981::1309","LastEditedWhen",Column,"","LastEditedWhen","Non Primary Key","","datetime2(7)","","Not Null","","","","","","","14","","","","","","LastEditedWhen","DATE","Datetime","","8470830","","","","10","false","false","","","","14","14","","","SpecialDeals","","","Western","LastEditedWhen","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","","false","","","","",""
"1075838981::1336","StateProvinceID",Column,"","StateProvinceID","Primary Key","","int","","Not Null","","","","","","","1","","","","","","StateProvinceID","INTEGER","Number","","8470830","","","","10","false","false","","","","1","1","","","StateProvinces,StateProvinceID,StateProvinceID","","","Western","StateProvinceID","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","","false","","","","","Numeric ID used for reference to a state or province within the database"
"1075838981::1337","StateProvinceCode",Column,"","StateProvinceCode","Non Primary Key","","nvarchar(5)","","Not Null","","","","","","","2","","","","","","StateProvinceCode","NVARCHAR(5)","String","","8470830","","","","10","false","false","","","","2","2","","","StateProvinces","","","Western","StateProvinceCode","","","Latin1_General_100_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","4","","Default String Icon","","","","","false","","","","","Common code for this state or province (such as WA - Washington for the USA)"
