ERwin Property Ids,1075850516::User Formatted Name  [read only],0::Object Type  [read only],1073742125::Definition,1073742126::Name,1075849148::Comments,1075849176::Physical Name,1075850193::Dependent Objects  [read only],1075850516::User Formatted Name  [read only],1075852278::Extended Notes Order  [read only],1075848978::Type  [read only],1075849017::Attribute,1075849056::Physical Data Type,1075849060::Percent Null,1075849062::Null Option,1075849102::View Column Expression,1075849115::Empty Is Null,1075849117::Read Only,1075849121::Data Sources  [read only],1075849122::DS Comment,1075849125::Row GUID,1075849131::Physical Order  [read only],1075849136::Parent Attribute  [read only],1075849137::Parent Relationship  [read only],1075849172::Physical Only,1075849173::Logical Only,1075849201::Logical Data Type,1075849452::Domain Parent,1075849722::Is Not For Replication,1075849731::Font Color,1075849769::Generated Identity,1075849842::Color Is Inherited,1075849843::Font Inherited,1075849998::Font Size,1075849999::Font Bold,1075850000::Font Italic,1075850008::Update Attribute Definition to Match,1075850017::Starting Value,1075850018::Increment By,1075850085::Attribute Order  [read only],1075850088::Column Order  [read only],1075850089::Theme,1075850186::Expression,1075850237::Logical Lead Attribute  [read only],1075850245::Physical Lead Attribute  [read only],1075850297::Font Charset,1075850521::Check Constraint Inheritance Prohibited,1075850522::Default Constraint Inheritance Prohibited,1075850564::Collation,1075850637::Populate All Rows With Default Value,1075850700::Persisted,1075850734::XML Document Type,1075850736::XML Schema Collection,1075850744::Sparse,1075851000::Is Filestream,1075851001::Is Sparse Column Set,1075851147::Font,1075851148::Font Name,1075851149::Font Strikethrough,1075851150::Font Underscore,1075851212::Average Width,1075851250::Is Encrypted,1075851720::Image,1075852305::Column Mask Function,1075852321::Column Encryption Key,1075852322::Encryption Type,1075852340::Hidden,1075852464::Password,1075852560::PII,1075853568::Column Class,1075853916::Attribute Data Vault Complaincy
"1075838981::1798","SubTotal",Column,"Sales subtotal. Computed as SUM(SalesOrderDetail.LineTotal)for the appropriate SalesOrderID.","SubTotal","Sales subtotal. Computed as SUM(SalesOrderDetail.LineTotal)for the appropriate SalesOrderID.","SubTotal","SalesOrderHeader","SubTotal","","Non Primary Key","","money","","Not Null","","","","","","","20","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","20","20","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1799","TaxAmt",Column,"Tax amount.","TaxAmt","Tax amount.","TaxAmt","SalesOrderHeader","TaxAmt","","Non Primary Key","","money","","Not Null","","","","","","","21","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","21","21","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1800","Freight",Column,"Shipping cost.","Freight","Shipping cost.","Freight","SalesOrderHeader","Freight","","Non Primary Key","","money","","Not Null","","","","","","","22","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","22","22","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1801","TotalDue",Column,"Total due from customer. Computed as Subtotal + TaxAmt + Freight.","TotalDue","Total due from customer. Computed as Subtotal + TaxAmt + Freight.","TotalDue","SalesOrderHeader","TotalDue","","Non Primary Key","","CHAR(18)","","Not Null","","","","","","","23","","","","","CHAR(18)","String","","8470830","","","","10","false","false","","","","23","23","","(isnull(([SubTotal]+[TaxAmt])+[Freight],(0)))","","","Western","","","","","false","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","8","","Default String Icon","","","","false","","","",""
"1075838981::1802","Comment",Column,"Sales representative comments.","Comment","Sales representative comments.","Comment","SalesOrderHeader","Comment","","Non Primary Key","","nvarchar(128)","100","Null","","","","","","","24","","","","","NVARCHAR(128)","String","","8470830","","","","10","false","false","","","","24","24","","","","","Western","","","SQL_Latin1_General_CP1_CI_AS","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default String Icon","","","","false","","","",""
"1075838981::1803","rowguid",Column,"ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","SalesOrderHeader,rowguid","rowguid","","Non Primary Key","","uniqueidentifier","","Not Null","","","","","","Yes","25","","","","","UNIQUEID","Number","","0","","","","10","false","false","","","","25","25","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1804","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","SalesOrderHeader","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","26","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","26","26","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::1851","SalesOrderID",Column,"Primary key. Foreign key to SalesOrderHeader.SalesOrderID.","SalesOrderID","Primary key. Foreign key to SalesOrderHeader.SalesOrderID.","SalesOrderID","SalesOrderHeaderSalesReason,SalesOrderID,SalesOrderID","SalesOrderID","","Primary Key","","int","","Not Null","","","","","","","1","SalesOrderID","FK_SalesOrderHeaderSalesReason_SalesOrderHeader_SalesOrderID (SalesOrderHeader to SalesOrderHeaderSalesReason)","","","INTEGER","Number","","12470272","","","","10","false","false","","","","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1852","SalesReasonID",Column,"Primary key. Foreign key to SalesReason.SalesReasonID.","SalesReasonID","Primary key. Foreign key to SalesReason.SalesReasonID.","SalesReasonID","SalesOrderHeaderSalesReason,SalesReasonID,SalesReasonID","SalesReasonID","","Primary Key","","int","","Not Null","","","","","","","2","SalesReasonID","FK_SalesOrderHeaderSalesReason_SalesReason_SalesReasonID (SalesReason to SalesOrderHeaderSalesReason)","","","INTEGER","Number","","12470272","","","","10","false","false","","","","2","2","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1853","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","SalesOrderHeaderSalesReason","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","3","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","3","3","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::1860","BusinessEntityID",Column,"Primary key for SalesPerson records. Foreign key to Employee.BusinessEntityID","BusinessEntityID","Primary key for SalesPerson records. Foreign key to Employee.BusinessEntityID","BusinessEntityID","SalesPerson,SalesPersonID,BusinessEntityID,BusinessEntityID,BusinessEntityID,SalesPersonID,BusinessEntityID,BusinessEntityID","BusinessEntityID","","Primary Key","","int","","Not Null","","","","","","","1","BusinessEntityID","FK_SalesPerson_Employee_BusinessEntityID (Employee to SalesPerson)","","","INTEGER","Number","","12470272","","","","10","false","false","","","","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1861","TerritoryID",Column,"Territory currently assigned to. Foreign key to SalesTerritory.SalesTerritoryID.","TerritoryID","Territory currently assigned to. Foreign key to SalesTerritory.SalesTerritoryID.","TerritoryID","SalesPerson,TerritoryID","TerritoryID","","Non Primary Key","","int","18","Null","","","","","","","2","TerritoryID","FK_SalesPerson_SalesTerritory_TerritoryID (SalesTerritory to SalesPerson)","","","INTEGER","Number","","12470272","","","","10","false","false","","","","2","2","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1862","SalesQuota",Column,"Projected yearly sales.","SalesQuota","Projected yearly sales.","SalesQuota","SalesPerson,SalesQuota","SalesQuota","","Non Primary Key","","money","18","Null","","","","","","","3","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","3","3","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1863","Bonus",Column,"Bonus due if quota is met.","Bonus","Bonus due if quota is met.","Bonus","SalesPerson","Bonus","","Non Primary Key","","money","","Not Null","","","","","","","4","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","4","4","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1864","CommissionPct",Column,"Commision percent received per sale.","CommissionPct","Commision percent received per sale.","CommissionPct","SalesPerson","CommissionPct","","Non Primary Key","","smallmoney","","Not Null","","","","","","","5","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","5","5","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1865","SalesYTD",Column,"Sales total year to date.","SalesYTD","Sales total year to date.","SalesYTD","SalesPerson,SalesYTD","SalesYTD","","Non Primary Key","","money","","Not Null","","","","","","","6","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","6","6","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1866","SalesLastYear",Column,"Sales total of previous year.","SalesLastYear","Sales total of previous year.","SalesLastYear","SalesPerson,SalesLastYear","SalesLastYear","","Non Primary Key","","money","","Not Null","","","","","","","7","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","7","7","","","","","Western","true","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1867","rowguid",Column,"ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","SalesPerson,rowguid","rowguid","","Non Primary Key","","uniqueidentifier","","Not Null","","","","","","Yes","8","","","","","UNIQUEID","Number","","0","","","","10","false","false","","","","8","8","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1868","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","SalesPerson","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","9","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","9","9","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::1897","BusinessEntityID",Column,"Sales person identification number. Foreign key to SalesPerson.BusinessEntityID.","BusinessEntityID","Sales person identification number. Foreign key to SalesPerson.BusinessEntityID.","BusinessEntityID","SalesPersonQuotaHistory,BusinessEntityID,BusinessEntityID","BusinessEntityID","","Primary Key","","int","","Not Null","","","","","","","1","BusinessEntityID","FK_SalesPersonQuotaHistory_SalesPerson_BusinessEntityID (SalesPerson to SalesPersonQuotaHistory)","","","INTEGER","Number","","12470272","","","","10","false","false","","","","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:0 Green: 72 Blue: 190 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1898","QuotaDate",Column,"Sales quota date.","QuotaDate","Sales quota date.","QuotaDate","SalesPersonQuotaHistory,QuotaDate","QuotaDate","","Primary Key","","datetime","","Not Null","","","","","","","2","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","2","2","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::1899","SalesQuota",Column,"Sales quota amount.","SalesQuota","Sales quota amount.","SalesQuota","SalesPersonQuotaHistory","SalesQuota","","Non Primary Key","","money","","Not Null","","","","","","","3","","","","","MONEY","Number","","8470830","","","","10","false","false","","","","3","3","","","","","Western","true","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1900","rowguid",Column,"ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.","rowguid","SalesPersonQuotaHistory,rowguid","rowguid","","Non Primary Key","","uniqueidentifier","","Not Null","","","","","","Yes","4","","","","","UNIQUEID","Number","","0","","","","10","false","false","","","","4","4","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
"1075838981::1901","ModifiedDate",Column,"Date and time the record was last updated.","ModifiedDate","Date and time the record was last updated.","ModifiedDate","SalesPersonQuotaHistory","ModifiedDate","","Non Primary Key","","datetime","","Not Null","","","","","","","5","","","","","TIMESTAMP","Datetime","","8470830","","","","10","false","false","","","","5","5","","","","","Western","","true","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Datetime Icon","","","","false","","","",""
"1075838981::1915","SalesReasonID",Column,"Primary key for SalesReason records.","SalesReasonID","Primary key for SalesReason records.","SalesReasonID","SalesReason,SalesReasonID,SalesReasonID","SalesReasonID","","Primary Key","","int","","Not Null","","","","","","","1","","","","","INTEGER","Number","false","8470830","true","","","10","false","false","","1","1","1","1","","","","","Western","","","","","","","","","","","Microsoft Sans Serif 10 Red:46 Green: 65 Blue: 129 Western","Microsoft Sans Serif","false","false","","","Default Number Icon","","","","false","","","",""
